"tipo_vehiculo","anio_inscripcion_inicial","mes_inscripcion_inicial","provincia_inscripcion_inicial","letra_provincia_inscripcion_inicial","cantidad_inscripciones_iniciales","provincia_id"
"Automotores",2011,4,"Santa Cruz","Z",918,"78"
"Automotores",2011,4,"Santa Fe","S",5862,"82"
"Automotores",2011,4,"Santiago del Estero","G",565,"86"
"Automotores",2011,4,"Tierra del Fuego","V",916,"94"
"Automotores",2011,4,"Tucumán","T",1497,"90"
"Automotores",2011,5,"Buenos Aires","B",22582,"06"
"Automotores",2011,5,"Catamarca","K",480,"10"
"Automotores",2011,5,"Chaco","H",1154,"22"
"Automotores",2011,5,"Chubut","U",1439,"26"
"Automotores",2011,5,"Ciudad Autónoma de Bs.As.","C",11196,"02"
"Automotores",2011,5,"Córdoba","X",6564,"14"
"Automotores",2011,5,"Corrientes","W",1679,"18"
"Automotores",2011,5,"Entre Ríos","E",1846,"30"
"Automotores",2011,5,"Formosa","P",645,"34"
"Automotores",2011,5,"Jujuy","Y",814,"38"
"Automotores",2011,5,"La Pampa","L",799,"42"
"Automotores",2011,5,"La Rioja","F",387,"46"
"Automotores",2011,5,"Mendoza","M",2693,"50"
"Automotores",2011,5,"Misiones","N",909,"54"
"Automotores",2011,5,"Neuquén","Q",1328,"58"
"Automotores",2011,5,"Río Negro","R",1056,"62"
"Automotores",2011,5,"Salta","A",1498,"66"
"Automotores",2011,5,"San Juan","J",748,"70"
"Automotores",2011,5,"San Luis","D",596,"74"
"Automotores",2011,5,"Santa Cruz","Z",995,"78"
"Automotores",2011,5,"Santa Fe","S",5660,"82"
"Automotores",2011,5,"Santiago del Estero","G",772,"86"
"Automotores",2011,5,"Tierra del Fuego","V",805,"94"
"Automotores",2011,5,"Tucumán","T",1573,"90"
"Automotores",2011,6,"Buenos Aires","B",26537,"06"
"Automotores",2011,6,"Catamarca","K",520,"10"
"Automotores",2011,6,"Chaco","H",1253,"22"
"Automotores",2011,6,"Chubut","U",1448,"26"
"Automotores",2011,6,"Ciudad Autónoma de Bs.As.","C",13039,"02"
"Automotores",2011,6,"Córdoba","X",7732,"14"
"Automotores",2011,6,"Corrientes","W",1958,"18"
"Automotores",2011,6,"Entre Ríos","E",2316,"30"
"Automotores",2011,6,"Formosa","P",663,"34"
"Automotores",2011,6,"Jujuy","Y",888,"38"
"Automotores",2011,6,"La Pampa","L",833,"42"
"Automotores",2011,6,"La Rioja","F",446,"46"
"Automotores",2011,6,"Mendoza","M",2896,"50"
"Automotores",2011,6,"Misiones","N",1200,"54"
"Automotores",2011,6,"Neuquén","Q",1354,"58"
"Automotores",2011,6,"Río Negro","R",1163,"62"
"Automotores",2011,6,"Salta","A",1446,"66"
"Automotores",2011,6,"San Juan","J",817,"70"
"Automotores",2011,6,"San Luis","D",631,"74"
"Automotores",2011,6,"Santa Cruz","Z",910,"78"
"Automotores",2011,6,"Santa Fe","S",7115,"82"
"Automotores",2011,6,"Santiago del Estero","G",805,"86"
"Automotores",2011,6,"Tierra del Fuego","V",875,"94"
"Automotores",2011,6,"Tucumán","T",1875,"90"
"Automotores",2011,7,"Buenos Aires","B",24059,"06"
"Automotores",2011,7,"Catamarca","K",467,"10"
"Automotores",2011,7,"Chaco","H",1310,"22"
"Automotores",2011,7,"Chubut","U",1430,"26"
"Automotores",2011,7,"Ciudad Autónoma de Bs.As.","C",12118,"02"
"Automotores",2011,7,"Córdoba","X",7098,"14"
"Automotores",2011,7,"Corrientes","W",1712,"18"
"Automotores",2011,7,"Entre Ríos","E",2161,"30"
"Automotores",2011,7,"Formosa","P",743,"34"
"Automotores",2011,7,"Jujuy","Y",905,"38"
"Automotores",2011,7,"La Pampa","L",792,"42"
"Automotores",2011,7,"La Rioja","F",427,"46"
"Automotores",2011,7,"Mendoza","M",2892,"50"
"Automotores",2011,7,"Misiones","N",1010,"54"
"Automotores",2011,7,"Neuquén","Q",1476,"58"
"Automotores",2011,7,"Río Negro","R",1065,"62"
"Automotores",2011,7,"Salta","A",1532,"66"
"Automotores",2011,7,"San Juan","J",734,"70"
"Automotores",2011,7,"San Luis","D",651,"74"
"Automotores",2011,7,"Santa Cruz","Z",984,"78"
"Automotores",2011,7,"Santa Fe","S",6360,"82"
"Automotores",2011,7,"Santiago del Estero","G",688,"86"
"Automotores",2011,7,"Tierra del Fuego","V",844,"94"
"Automotores",2011,7,"Tucumán","T",1765,"90"
"Automotores",2011,8,"Buenos Aires","B",26242,"06"
"Automotores",2011,8,"Catamarca","K",555,"10"
"Automotores",2011,8,"Chaco","H",1268,"22"
"Automotores",2011,8,"Chubut","U",1601,"26"
"Automotores",2011,8,"Ciudad Autónoma de Bs.As.","C",12862,"02"
"Automotores",2011,8,"Córdoba","X",7852,"14"
"Automotores",2011,8,"Corrientes","W",1870,"18"
"Automotores",2011,8,"Entre Ríos","E",2222,"30"
"Automotores",2011,8,"Formosa","P",679,"34"
"Automotores",2011,8,"Jujuy","Y",935,"38"
"Automotores",2011,8,"La Pampa","L",836,"42"
"Automotores",2011,8,"La Rioja","F",514,"46"
"Automotores",2011,8,"Mendoza","M",3219,"50"
"Automotores",2011,8,"Misiones","N",1195,"54"
"Automotores",2011,8,"Neuquén","Q",1565,"58"
"Automotores",2011,8,"Río Negro","R",1117,"62"
"Automotores",2011,8,"Salta","A",1776,"66"
"Automotores",2011,8,"San Juan","J",910,"70"
"Automotores",2011,8,"San Luis","D",695,"74"
"Automotores",2011,8,"Santa Cruz","Z",1111,"78"
"Automotores",2011,8,"Santa Fe","S",7105,"82"
"Automotores",2011,8,"Santiago del Estero","G",913,"86"
"Automotores",2011,8,"Tierra del Fuego","V",1031,"94"
"Automotores",2011,8,"Tucumán","T",2173,"90"
"Automotores",2011,9,"Buenos Aires","B",27683,"06"
"Automotores",2011,9,"Catamarca","K",577,"10"
"Automotores",2011,9,"Chaco","H",1613,"22"
"Automotores",2011,9,"Chubut","U",1616,"26"
"Automotores",2011,9,"Ciudad Autónoma de Bs.As.","C",14479,"02"
"Automotores",2011,9,"Córdoba","X",7974,"14"
"Automotores",2011,9,"Corrientes","W",1916,"18"
"Automotores",2011,9,"Entre Ríos","E",2367,"30"
"Automotores",2011,9,"Formosa","P",747,"34"
"Automotores",2011,9,"Jujuy","Y",965,"38"
"Automotores",2011,9,"La Pampa","L",873,"42"
"Automotores",2011,9,"La Rioja","F",526,"46"
"Automotores",2011,9,"Mendoza","M",3346,"50"
"Automotores",2011,9,"Misiones","N",1136,"54"
"Automotores",2011,9,"Neuquén","Q",1702,"58"
"Automotores",2011,9,"Río Negro","R",1187,"62"
"Automotores",2011,9,"Salta","A",1666,"66"
"Automotores",2011,9,"San Juan","J",960,"70"
"Automotores",2011,9,"San Luis","D",710,"74"
"Automotores",2011,9,"Santa Cruz","Z",1262,"78"
"Automotores",2011,9,"Santa Fe","S",7287,"82"
"Automotores",2011,9,"Santiago del Estero","G",815,"86"
"Automotores",2011,9,"Tierra del Fuego","V",1087,"94"
"Automotores",2011,9,"Tucumán","T",2089,"90"
"Automotores",2011,10,"Buenos Aires","B",23522,"06"
"Automotores",2011,10,"Catamarca","K",521,"10"
"Automotores",2011,10,"Chaco","H",1330,"22"
"Automotores",2011,10,"Chubut","U",1282,"26"
"Automotores",2011,10,"Ciudad Autónoma de Bs.As.","C",12311,"02"
"Automotores",2011,10,"Córdoba","X",7356,"14"
"Automotores",2011,10,"Corrientes","W",1635,"18"
"Automotores",2011,10,"Entre Ríos","E",1975,"30"
"Automotores",2011,10,"Formosa","P",694,"34"
"Automotores",2011,10,"Jujuy","Y",800,"38"
"Automotores",2011,10,"La Pampa","L",740,"42"
"Automotores",2011,10,"La Rioja","F",399,"46"
"Automotores",2011,10,"Mendoza","M",2839,"50"
"Automotores",2011,10,"Misiones","N",1038,"54"
"Automotores",2011,10,"Neuquén","Q",1446,"58"
"Automotores",2011,10,"Río Negro","R",1032,"62"
"Automotores",2011,10,"Salta","A",1559,"66"
"Automotores",2011,10,"San Juan","J",850,"70"
"Automotores",2011,10,"San Luis","D",625,"74"
"Automotores",2011,10,"Santa Cruz","Z",1066,"78"
"Automotores",2011,10,"Santa Fe","S",6177,"82"
"Automotores",2011,10,"Santiago del Estero","G",647,"86"
"Automotores",2011,10,"Tierra del Fuego","V",966,"94"
"Automotores",2011,10,"Tucumán","T",1849,"90"
"Automotores",2011,11,"Buenos Aires","B",22172,"06"
"Automotores",2011,11,"Catamarca","K",414,"10"
"Automotores",2011,11,"Chaco","H",1027,"22"
"Automotores",2011,11,"Chubut","U",1218,"26"
"Automotores",2011,11,"Ciudad Autónoma de Bs.As.","C",11592,"02"
"Automotores",2011,11,"Córdoba","X",6339,"14"
"Automotores",2011,11,"Corrientes","W",1360,"18"
"Automotores",2011,11,"Entre Ríos","E",1722,"30"
"Automotores",2011,11,"Formosa","P",512,"34"
"Automotores",2011,11,"Jujuy","Y",749,"38"
"Automotores",2011,11,"La Pampa","L",663,"42"
"Automotores",2011,11,"La Rioja","F",348,"46"
"Automotores",2011,11,"Mendoza","M",2439,"50"
"Automotores",2011,11,"Misiones","N",800,"54"
"Automotores",2011,11,"Neuquén","Q",1397,"58"
"Automotores",2011,11,"Río Negro","R",954,"62"
"Automotores",2011,11,"Salta","A",1388,"66"
"Automotores",2011,11,"San Juan","J",707,"70"
"Automotores",2011,11,"San Luis","D",610,"74"
"Automotores",2011,11,"Santa Cruz","Z",999,"78"
"Automotores",2011,11,"Santa Fe","S",5364,"82"
"Automotores",2011,11,"Santiago del Estero","G",544,"86"
"Automotores",2011,11,"Tierra del Fuego","V",940,"94"
"Automotores",2011,11,"Tucumán","T",1738,"90"
"Automotores",2011,12,"Buenos Aires","B",13096,"06"
"Automotores",2011,12,"Catamarca","K",187,"10"
"Automotores",2011,12,"Chaco","H",611,"22"
"Automotores",2011,12,"Chubut","U",787,"26"
"Automotores",2011,12,"Ciudad Autónoma de Bs.As.","C",8451,"02"
"Automotores",2011,12,"Córdoba","X",3127,"14"
"Automotores",2011,12,"Corrientes","W",838,"18"
"Automotores",2011,12,"Entre Ríos","E",860,"30"
"Automotores",2011,12,"Formosa","P",325,"34"
"Automotores",2011,12,"Jujuy","Y",453,"38"
"Automotores",2011,12,"La Pampa","L",415,"42"
"Automotores",2011,12,"La Rioja","F",186,"46"
"Automotores",2011,12,"Mendoza","M",1271,"50"
"Automotores",2011,12,"Misiones","N",382,"54"
"Automotores",2011,12,"Neuquén","Q",820,"58"
"Automotores",2011,12,"Río Negro","R",500,"62"
"Automotores",2011,12,"Salta","A",813,"66"
"Automotores",2011,12,"San Juan","J",303,"70"
"Automotores",2011,12,"San Luis","D",276,"74"
"Automotores",2011,12,"Santa Cruz","Z",665,"78"
"Automotores",2011,12,"Santa Fe","S",2868,"82"
"Automotores",2011,12,"Santiago del Estero","G",225,"86"
"Automotores",2011,12,"Tierra del Fuego","V",612,"94"
"Automotores",2011,12,"Tucumán","T",943,"90"
"Automotores",2012,1,"Buenos Aires","B",36987,"06"
"Automotores",2012,1,"Catamarca","K",985,"10"
"Automotores",2012,1,"Chaco","H",2013,"22"
"Automotores",2012,1,"Chubut","U",2371,"26"
"Automotores",2012,1,"Ciudad Autónoma de Bs.As.","C",16412,"02"
"Automotores",2012,1,"Córdoba","X",11252,"14"
"Automotores",2012,1,"Corrientes","W",3126,"18"
"Automotores",2012,1,"Entre Ríos","E",3386,"30"
"Automotores",2012,1,"Formosa","P",1366,"34"
"Automotores",2012,1,"Jujuy","Y",1723,"38"
"Automotores",2012,1,"La Pampa","L",1246,"42"
"Automotores",2012,1,"La Rioja","F",705,"46"
"Automotores",2012,1,"Mendoza","M",4348,"50"
"Automotores",2012,1,"Misiones","N",1834,"54"
"Automotores",2012,1,"Neuquén","Q",2135,"58"
"Automotores",2012,1,"Río Negro","R",1604,"62"
"Automotores",2012,1,"Salta","A",2465,"66"
"Automotores",2012,1,"San Juan","J",1366,"70"
"Automotores",2012,1,"San Luis","D",1100,"74"
"Automotores",2012,1,"Santa Cruz","Z",1522,"78"
"Automotores",2012,1,"Santa Fe","S",9422,"82"
"Automotores",2012,1,"Santiago del Estero","G",1454,"86"
"Automotores",2012,1,"Tierra del Fuego","V",1065,"94"
"Automotores",2012,1,"Tucumán","T",3234,"90"
"Automotores",2012,2,"Buenos Aires","B",19078,"06"
"Automotores",2012,2,"Catamarca","K",512,"10"
"Automotores",2012,2,"Chaco","H",1020,"22"
"Automotores",2012,2,"Chubut","U",1237,"26"
"Automotores",2012,2,"Ciudad Autónoma de Bs.As.","C",8960,"02"
"Automotores",2012,2,"Córdoba","X",5424,"14"
"Automotores",2012,2,"Corrientes","W",1547,"18"
"Automotores",2012,2,"Entre Ríos","E",1631,"30"
"Automotores",2012,2,"Formosa","P",662,"34"
"Automotores",2012,2,"Jujuy","Y",934,"38"
"Automotores",2012,2,"La Pampa","L",600,"42"
"Automotores",2012,2,"La Rioja","F",375,"46"
"Automotores",2012,2,"Mendoza","M",2246,"50"
"Automotores",2012,2,"Misiones","N",725,"54"
"Automotores",2012,2,"Neuquén","Q",1270,"58"
"Automotores",2012,2,"Río Negro","R",951,"62"
"Automotores",2012,2,"Salta","A",1438,"66"
"Automotores",2012,2,"San Juan","J",690,"70"
"Automotores",2012,2,"San Luis","D",518,"74"
"Automotores",2012,2,"Santa Cruz","Z",981,"78"
"Automotores",2012,2,"Santa Fe","S",4739,"82"
"Automotores",2012,2,"Santiago del Estero","G",702,"86"
"Automotores",2012,2,"Tierra del Fuego","V",697,"94"
"Automotores",2012,2,"Tucumán","T",1487,"90"
"Automotores",2012,3,"Buenos Aires","B",27870,"06"
"Automotores",2012,3,"Catamarca","K",642,"10"
"Automotores",2012,3,"Chaco","H",1357,"22"
"Automotores",2012,3,"Chubut","U",1755,"26"
"Automotores",2012,3,"Ciudad Autónoma de Bs.As.","C",12889,"02"
"Automotores",2012,3,"Córdoba","X",7648,"14"
"Automotores",2012,3,"Corrientes","W",2172,"18"
"Automotores",2012,3,"Entre Ríos","E",2360,"30"
"Automotores",2012,3,"Formosa","P",827,"34"
"Automotores",2012,3,"Jujuy","Y",1129,"38"
"Automotores",2012,3,"La Pampa","L",945,"42"
"Automotores",2012,3,"La Rioja","F",466,"46"
"Automotores",2012,3,"Mendoza","M",3269,"50"
"Automotores",2012,3,"Misiones","N",1049,"54"
"Automotores",2012,3,"Neuquén","Q",1589,"58"
"Automotores",2012,3,"Río Negro","R",1225,"62"
"Automotores",2012,3,"Salta","A",1816,"66"
"Automotores",2012,3,"San Juan","J",950,"70"
"Automotores",2012,3,"San Luis","D",777,"74"
"Automotores",2012,3,"Santa Cruz","Z",1235,"78"
"Automotores",2012,3,"Santa Fe","S",6671,"82"
"Automotores",2012,3,"Santiago del Estero","G",909,"86"
"Automotores",2012,3,"Tierra del Fuego","V",1013,"94"
"Automotores",2012,3,"Tucumán","T",2007,"90"
"Automotores",2012,4,"Buenos Aires","B",20222,"06"
"Automotores",2012,4,"Catamarca","K",450,"10"
"Automotores",2012,4,"Chaco","H",1127,"22"
"Automotores",2012,4,"Chubut","U",1335,"26"
"Automotores",2012,4,"Ciudad Autónoma de Bs.As.","C",9699,"02"
"Automotores",2012,4,"Córdoba","X",5880,"14"
"Automotores",2012,4,"Corrientes","W",1528,"18"
"Automotores",2012,4,"Entre Ríos","E",1718,"30"
"Automotores",2012,4,"Formosa","P",533,"34"
"Automotores",2012,4,"Jujuy","Y",826,"38"
"Automotores",2012,4,"La Pampa","L",629,"42"
"Automotores",2012,4,"La Rioja","F",408,"46"
"Automotores",2012,4,"Mendoza","M",2358,"50"
"Automotores",2012,4,"Misiones","N",833,"54"
"Automotores",2012,4,"Neuquén","Q",1162,"58"
"Automotores",2012,4,"Río Negro","R",881,"62"
"Automotores",2012,4,"Salta","A",1320,"66"
"Automotores",2012,4,"San Juan","J",739,"70"
"Automotores",2012,4,"San Luis","D",544,"74"
"Automotores",2012,4,"Santa Cruz","Z",878,"78"
"Automotores",2012,4,"Santa Fe","S",5011,"82"
"Automotores",2012,4,"Santiago del Estero","G",634,"86"
"Automotores",2012,4,"Tierra del Fuego","V",712,"94"
"Automotores",2012,4,"Tucumán","T",1676,"90"
"Automotores",2012,5,"Buenos Aires","B",25627,"06"
"Automotores",2012,5,"Catamarca","K",588,"10"
"Automotores",2012,5,"Chaco","H",1190,"22"
"Automotores",2012,5,"Chubut","U",1496,"26"
"Automotores",2012,5,"Ciudad Autónoma de Bs.As.","C",12227,"02"
"Automotores",2012,5,"Córdoba","X",7462,"14"
"Automotores",2012,5,"Corrientes","W",1821,"18"
"Automotores",2012,5,"Entre Ríos","E",2142,"30"
"Automotores",2012,5,"Formosa","P",676,"34"
"Automotores",2012,5,"Jujuy","Y",986,"38"
"Automotores",2012,5,"La Pampa","L",820,"42"
"Automotores",2012,5,"La Rioja","F",460,"46"
"Automotores",2012,5,"Mendoza","M",3001,"50"
"Automotores",2012,5,"Misiones","N",1090,"54"
"Automotores",2012,5,"Neuquén","Q",1457,"58"
"Automotores",2012,5,"Río Negro","R",1202,"62"
"Automotores",2012,5,"Salta","A",1703,"66"
"Automotores",2012,5,"San Juan","J",881,"70"
"Automotores",2012,5,"San Luis","D",668,"74"
"Automotores",2012,5,"Santa Cruz","Z",1029,"78"
"Automotores",2012,5,"Santa Fe","S",6371,"82"
"Automotores",2012,5,"Santiago del Estero","G",829,"86"
"Automotores",2012,5,"Tierra del Fuego","V",944,"94"
"Automotores",2012,5,"Tucumán","T",2058,"90"
"Automotores",2012,6,"Buenos Aires","B",23423,"06"
"Automotores",2012,6,"Catamarca","K",530,"10"
"Automotores",2012,6,"Chaco","H",1112,"22"
"Automotores",2012,6,"Chubut","U",1407,"26"
"Automotores",2012,6,"Ciudad Autónoma de Bs.As.","C",11628,"02"
"Automotores",2012,6,"Córdoba","X",6348,"14"
"Automotores",2012,6,"Corrientes","W",1683,"18"
"Automotores",2012,6,"Entre Ríos","E",1934,"30"
"Automotores",2012,6,"Formosa","P",685,"34"
"Automotores",2012,6,"Jujuy","Y",872,"38"
"Automotores",2012,6,"La Pampa","L",722,"42"
"Automotores",2012,6,"La Rioja","F",451,"46"
"Automotores",2012,6,"Mendoza","M",2721,"50"
"Automotores",2012,6,"Misiones","N",960,"54"
"Automotores",2012,6,"Neuquén","Q",1517,"58"
"Automotores",2012,6,"Río Negro","R",1079,"62"
"Automotores",2012,6,"Salta","A",1499,"66"
"Automotores",2012,6,"San Juan","J",891,"70"
"Automotores",2012,6,"San Luis","D",613,"74"
"Automotores",2012,6,"Santa Cruz","Z",831,"78"
"Automotores",2012,6,"Santa Fe","S",5937,"82"
"Automotores",2012,6,"Santiago del Estero","G",810,"86"
"Automotores",2012,6,"Tierra del Fuego","V",623,"94"
"Automotores",2012,6,"Tucumán","T",1707,"90"
"Automotores",2012,7,"Buenos Aires","B",25133,"06"
"Automotores",2012,7,"Catamarca","K",519,"10"
"Automotores",2012,7,"Chaco","H",1166,"22"
"Automotores",2012,7,"Chubut","U",1487,"26"
"Automotores",2012,7,"Ciudad Autónoma de Bs.As.","C",12164,"02"
"Automotores",2012,7,"Córdoba","X",6832,"14"
"Automotores",2012,7,"Corrientes","W",1660,"18"
"Automotores",2012,7,"Entre Ríos","E",2089,"30"
"Automotores",2012,7,"Formosa","P",616,"34"
"Automotores",2012,7,"Jujuy","Y",986,"38"
"Automotores",2012,7,"La Pampa","L",845,"42"
"Automotores",2012,7,"La Rioja","F",427,"46"
"Automotores",2012,7,"Mendoza","M",2972,"50"
"Automotores",2012,7,"Misiones","N",1022,"54"
"Automotores",2012,7,"Neuquén","Q",1586,"58"
"Automotores",2012,7,"Río Negro","R",1162,"62"
"Automotores",2012,7,"Salta","A",1562,"66"
"Automotores",2012,7,"San Juan","J",922,"70"
"Automotores",2012,7,"San Luis","D",712,"74"
"Automotores",2012,7,"Santa Cruz","Z",857,"78"
"Automotores",2012,7,"Santa Fe","S",6219,"82"
"Automotores",2012,7,"Santiago del Estero","G",781,"86"
"Automotores",2012,7,"Tierra del Fuego","V",780,"94"
"Automotores",2012,7,"Tucumán","T",1902,"90"
"Automotores",2012,8,"Buenos Aires","B",25389,"06"
"Automotores",2012,8,"Catamarca","K",600,"10"
"Automotores",2012,8,"Chaco","H",1254,"22"
"Automotores",2012,8,"Chubut","U",1538,"26"
"Automotores",2012,8,"Ciudad Autónoma de Bs.As.","C",12458,"02"
"Automotores",2012,8,"Córdoba","X",7185,"14"
"Automotores",2012,8,"Corrientes","W",1801,"18"
"Automotores",2012,8,"Entre Ríos","E",2146,"30"
"Automotores",2012,8,"Formosa","P",657,"34"
"Automotores",2012,8,"Jujuy","Y",1038,"38"
"Automotores",2012,8,"La Pampa","L",833,"42"
"Automotores",2012,8,"La Rioja","F",460,"46"
"Automotores",2012,8,"Mendoza","M",3232,"50"
"Automotores",2012,8,"Misiones","N",1143,"54"
"Automotores",2012,8,"Neuquén","Q",1593,"58"
"Automotores",2012,8,"Río Negro","R",1119,"62"
"Automotores",2012,8,"Salta","A",1597,"66"
"Automotores",2012,8,"San Juan","J",969,"70"
"Automotores",2012,8,"San Luis","D",692,"74"
"Automotores",2012,8,"Santa Cruz","Z",1009,"78"
"Automotores",2012,8,"Santa Fe","S",6383,"82"
"Automotores",2012,8,"Santiago del Estero","G",894,"86"
"Automotores",2012,8,"Tierra del Fuego","V",964,"94"
"Automotores",2012,8,"Tucumán","T",1817,"90"
"Automotores",2012,9,"Buenos Aires","B",21718,"06"
"Automotores",2012,9,"Catamarca","K",519,"10"
"Automotores",2012,9,"Chaco","H",1112,"22"
"Automotores",2012,9,"Chubut","U",1292,"26"
"Automotores",2012,9,"Ciudad Autónoma de Bs.As.","C",10882,"02"
"Automotores",2012,9,"Córdoba","X",6210,"14"
"Automotores",2012,9,"Corrientes","W",1366,"18"
"Automotores",2012,9,"Entre Ríos","E",1823,"30"
"Automotores",2012,9,"Formosa","P",525,"34"
"Automotores",2012,9,"Jujuy","Y",783,"38"
"Automotores",2012,9,"La Pampa","L",760,"42"
"Automotores",2012,9,"La Rioja","F",353,"46"
"Automotores",2012,9,"Mendoza","M",2572,"50"
"Automotores",2012,9,"Misiones","N",962,"54"
"Automotores",2012,9,"Neuquén","Q",1248,"58"
"Automotores",2012,9,"Río Negro","R",974,"62"
"Automotores",2012,9,"Salta","A",1201,"66"
"Automotores",2012,9,"San Juan","J",830,"70"
"Automotores",2012,9,"San Luis","D",504,"74"
"Automotores",2012,9,"Santa Cruz","Z",821,"78"
"Automotores",2012,9,"Santa Fe","S",5401,"82"
"Automotores",2012,9,"Santiago del Estero","G",614,"86"
"Automotores",2012,9,"Tierra del Fuego","V",856,"94"
"Automotores",2012,9,"Tucumán","T",1450,"90"
"Automotores",2012,10,"Buenos Aires","B",23475,"06"
"Automotores",2012,10,"Catamarca","K",539,"10"
"Automotores",2012,10,"Chaco","H",1236,"22"
"Automotores",2012,10,"Chubut","U",1349,"26"
"Automotores",2012,10,"Ciudad Autónoma de Bs.As.","C",12447,"02"
"Automotores",2012,10,"Córdoba","X",6344,"14"
"Automotores",2012,10,"Corrientes","W",1465,"18"
"Automotores",2012,10,"Entre Ríos","E",1978,"30"
"Automotores",2012,10,"Formosa","P",585,"34"
"Automotores",2012,10,"Jujuy","Y",876,"38"
"Automotores",2012,10,"La Pampa","L",727,"42"
"Automotores",2012,10,"La Rioja","F",360,"46"
"Automotores",2012,10,"Mendoza","M",2798,"50"
"Automotores",2012,10,"Misiones","N",990,"54"
"Automotores",2012,10,"Neuquén","Q",1372,"58"
"Automotores",2012,10,"Río Negro","R",1111,"62"
"Automotores",2012,10,"Salta","A",1381,"66"
"Automotores",2012,10,"San Juan","J",920,"70"
"Automotores",2012,10,"San Luis","D",623,"74"
"Automotores",2012,10,"Santa Cruz","Z",956,"78"
"Automotores",2012,10,"Santa Fe","S",5686,"82"
"Automotores",2012,10,"Santiago del Estero","G",713,"86"
"Automotores",2012,10,"Tierra del Fuego","V",1026,"94"
"Automotores",2012,10,"Tucumán","T",1615,"90"
"Automotores",2012,11,"Buenos Aires","B",19656,"06"
"Automotores",2012,11,"Catamarca","K",392,"10"
"Automotores",2012,11,"Chaco","H",855,"22"
"Automotores",2012,11,"Chubut","U",1136,"26"
"Automotores",2012,11,"Ciudad Autónoma de Bs.As.","C",11026,"02"
"Automotores",2012,11,"Córdoba","X",5311,"14"
"Automotores",2012,11,"Corrientes","W",1144,"18"
"Automotores",2012,11,"Entre Ríos","E",1667,"30"
"Automotores",2012,11,"Formosa","P",405,"34"
"Automotores",2012,11,"Jujuy","Y",697,"38"
"Automotores",2012,11,"La Pampa","L",647,"42"
"Automotores",2012,11,"La Rioja","F",305,"46"
"Automotores",2012,11,"Mendoza","M",2223,"50"
"Automotores",2012,11,"Misiones","N",758,"54"
"Automotores",2012,11,"Neuquén","Q",1225,"58"
"Automotores",2012,11,"Río Negro","R",955,"62"
"Automotores",2012,11,"Salta","A",1358,"66"
"Automotores",2012,11,"San Juan","J",689,"70"
"Automotores",2012,11,"San Luis","D",479,"74"
"Automotores",2012,11,"Santa Cruz","Z",778,"78"
"Automotores",2012,11,"Santa Fe","S",4542,"82"
"Automotores",2012,11,"Santiago del Estero","G",481,"86"
"Automotores",2012,11,"Tierra del Fuego","V",836,"94"
"Automotores",2012,11,"Tucumán","T",1312,"90"
"Automotores",2012,12,"Buenos Aires","B",12578,"06"
"Automotores",2012,12,"Catamarca","K",195,"10"
"Automotores",2012,12,"Chaco","H",555,"22"
"Automotores",2012,12,"Chubut","U",801,"26"
"Automotores",2012,12,"Ciudad Autónoma de Bs.As.","C",8400,"02"
"Automotores",2012,12,"Córdoba","X",3160,"14"
"Automotores",2012,12,"Corrientes","W",773,"18"
"Automotores",2012,12,"Entre Ríos","E",843,"30"
"Automotores",2012,12,"Formosa","P",219,"34"
"Automotores",2012,12,"Jujuy","Y",434,"38"
"Automotores",2012,12,"La Pampa","L",353,"42"
"Automotores",2012,12,"La Rioja","F",173,"46"
"Automotores",2012,12,"Mendoza","M",1300,"50"
"Automotores",2012,12,"Misiones","N",426,"54"
"Automotores",2012,12,"Neuquén","Q",748,"58"
"Automotores",2012,12,"Río Negro","R",640,"62"
"Automotores",2012,12,"Salta","A",747,"66"
"Automotores",2012,12,"San Juan","J",412,"70"
"Automotores",2012,12,"San Luis","D",248,"74"
"Automotores",2012,12,"Santa Cruz","Z",603,"78"
"Automotores",2012,12,"Santa Fe","S",2943,"82"
"Automotores",2012,12,"Santiago del Estero","G",296,"86"
"Automotores",2012,12,"Tierra del Fuego","V",633,"94"
"Automotores",2012,12,"Tucumán","T",756,"90"
"Automotores",2013,1,"Buenos Aires","B",36736,"06"
"Automotores",2013,1,"Catamarca","K",1058,"10"
"Automotores",2013,1,"Chaco","H",2122,"22"
"Automotores",2013,1,"Chubut","U",2266,"26"
"Automotores",2013,1,"Ciudad Autónoma de Bs.As.","C",16418,"02"
"Automotores",2013,1,"Córdoba","X",10440,"14"
"Automotores",2013,1,"Corrientes","W",2607,"18"
"Automotores",2013,1,"Entre Ríos","E",3292,"30"
"Automotores",2013,1,"Formosa","P",911,"34"
"Automotores",2013,1,"Jujuy","Y",1765,"38"
"Automotores",2013,1,"La Pampa","L",1254,"42"
"Automotores",2013,1,"La Rioja","F",724,"46"
"Automotores",2013,1,"Mendoza","M",4453,"50"
"Automotores",2013,1,"Misiones","N",1950,"54"
"Automotores",2013,1,"Neuquén","Q",2196,"58"
"Automotores",2013,1,"Río Negro","R",1682,"62"
"Automotores",2013,1,"Salta","A",2551,"66"
"Automotores",2013,1,"San Juan","J",1349,"70"
"Automotores",2013,1,"San Luis","D",1028,"74"
"Automotores",2013,1,"Santa Cruz","Z",1334,"78"
"Automotores",2013,1,"Santa Fe","S",9358,"82"
