"tipo_vehiculo","anio_inscripcion_inicial","mes_inscripcion_inicial","provincia_inscripcion_inicial","letra_provincia_inscripcion_inicial","cantidad_inscripciones_iniciales","provincia_id"
"Automotores",2005,8,"Buenos Aires","B",9530,"06"
"Automotores",2005,8,"Catamarca","K",158,"10"
"Automotores",2005,8,"Chaco","H",432,"22"
"Automotores",2005,8,"Chubut","U",887,"26"
"Automotores",2005,8,"Ciudad Autónoma de Bs.As.","C",6874,"02"
"Automotores",2005,8,"Córdoba","X",3414,"14"
"Automotores",2005,8,"Corrientes","W",497,"18"
"Automotores",2005,8,"Entre Ríos","E",724,"30"
"Automotores",2005,8,"Formosa","P",192,"34"
"Automotores",2005,8,"Jujuy","Y",337,"38"
"Automotores",2005,8,"La Pampa","L",410,"42"
"Automotores",2005,8,"La Rioja","F",143,"46"
"Automotores",2005,8,"Mendoza","M",1083,"50"
"Automotores",2005,8,"Misiones","N",498,"54"
"Automotores",2005,8,"Neuquén","Q",663,"58"
"Automotores",2005,8,"Río Negro","R",455,"62"
"Automotores",2005,8,"Salta","A",465,"66"
"Automotores",2005,8,"San Juan","J",276,"70"
"Automotores",2005,8,"San Luis","D",247,"74"
"Automotores",2005,8,"Santa Cruz","Z",400,"78"
"Automotores",2005,8,"Santa Fe","S",3269,"82"
"Automotores",2005,8,"Santiago del Estero","G",170,"86"
"Automotores",2005,8,"Tierra del Fuego","V",357,"94"
"Automotores",2005,8,"Tucumán","T",528,"90"
"Automotores",2005,9,"Buenos Aires","B",10906,"06"
"Automotores",2005,9,"Catamarca","K",136,"10"
"Automotores",2005,9,"Chaco","H",464,"22"
"Automotores",2005,9,"Chubut","U",849,"26"
"Automotores",2005,9,"Ciudad Autónoma de Bs.As.","C",8412,"02"
"Automotores",2005,9,"Córdoba","X",3677,"14"
"Automotores",2005,9,"Corrientes","W",511,"18"
"Automotores",2005,9,"Entre Ríos","E",764,"30"
"Automotores",2005,9,"Formosa","P",186,"34"
"Automotores",2005,9,"Jujuy","Y",330,"38"
"Automotores",2005,9,"La Pampa","L",460,"42"
"Automotores",2005,9,"La Rioja","F",159,"46"
"Automotores",2005,9,"Mendoza","M",1153,"50"
"Automotores",2005,9,"Misiones","N",495,"54"
"Automotores",2005,9,"Neuquén","Q",870,"58"
"Automotores",2005,9,"Río Negro","R",475,"62"
"Automotores",2005,9,"Salta","A",557,"66"
"Automotores",2005,9,"San Juan","J",301,"70"
"Automotores",2005,9,"San Luis","D",240,"74"
"Automotores",2005,9,"Santa Cruz","Z",432,"78"
"Automotores",2005,9,"Santa Fe","S",3617,"82"
"Automotores",2005,9,"Santiago del Estero","G",208,"86"
"Automotores",2005,9,"Tierra del Fuego","V",452,"94"
"Automotores",2005,9,"Tucumán","T",594,"90"
"Automotores",2005,10,"Buenos Aires","B",9290,"06"
"Automotores",2005,10,"Catamarca","K",121,"10"
"Automotores",2005,10,"Chaco","H",329,"22"
"Automotores",2005,10,"Chubut","U",749,"26"
"Automotores",2005,10,"Ciudad Autónoma de Bs.As.","C",7238,"02"
"Automotores",2005,10,"Córdoba","X",3146,"14"
"Automotores",2005,10,"Corrientes","W",397,"18"
"Automotores",2005,10,"Entre Ríos","E",671,"30"
"Automotores",2005,10,"Formosa","P",162,"34"
"Automotores",2005,10,"Jujuy","Y",346,"38"
"Automotores",2005,10,"La Pampa","L",353,"42"
"Automotores",2005,10,"La Rioja","F",109,"46"
"Automotores",2005,10,"Mendoza","M",1054,"50"
"Automotores",2005,10,"Misiones","N",459,"54"
"Automotores",2005,10,"Neuquén","Q",714,"58"
"Automotores",2005,10,"Río Negro","R",467,"62"
"Automotores",2005,10,"Salta","A",414,"66"
"Automotores",2005,10,"San Juan","J",218,"70"
"Automotores",2005,10,"San Luis","D",226,"74"
"Automotores",2005,10,"Santa Cruz","Z",423,"78"
"Automotores",2005,10,"Santa Fe","S",2864,"82"
"Automotores",2005,10,"Santiago del Estero","G",113,"86"
"Automotores",2005,10,"Tierra del Fuego","V",427,"94"
"Automotores",2005,10,"Tucumán","T",469,"90"
"Automotores",2005,11,"Buenos Aires","B",9354,"06"
"Automotores",2005,11,"Catamarca","K",118,"10"
"Automotores",2005,11,"Chaco","H",346,"22"
"Automotores",2005,11,"Chubut","U",745,"26"
"Automotores",2005,11,"Ciudad Autónoma de Bs.As.","C",8130,"02"
"Automotores",2005,11,"Córdoba","X",2548,"14"
"Automotores",2005,11,"Corrientes","W",340,"18"
"Automotores",2005,11,"Entre Ríos","E",541,"30"
"Automotores",2005,11,"Formosa","P",114,"34"
"Automotores",2005,11,"Jujuy","Y",268,"38"
"Automotores",2005,11,"La Pampa","L",289,"42"
"Automotores",2005,11,"La Rioja","F",100,"46"
"Automotores",2005,11,"Mendoza","M",807,"50"
"Automotores",2005,11,"Misiones","N",306,"54"
"Automotores",2005,11,"Neuquén","Q",639,"58"
"Automotores",2005,11,"Río Negro","R",446,"62"
"Automotores",2005,11,"Salta","A",287,"66"
"Automotores",2005,11,"San Juan","J",167,"70"
"Automotores",2005,11,"San Luis","D",190,"74"
"Automotores",2005,11,"Santa Cruz","Z",445,"78"
"Automotores",2005,11,"Santa Fe","S",2450,"82"
"Automotores",2005,11,"Santiago del Estero","G",97,"86"
"Automotores",2005,11,"Tierra del Fuego","V",453,"94"
"Automotores",2005,11,"Tucumán","T",365,"90"
"Automotores",2005,12,"Buenos Aires","B",4730,"06"
"Automotores",2005,12,"Catamarca","K",36,"10"
"Automotores",2005,12,"Chaco","H",116,"22"
"Automotores",2005,12,"Chubut","U",375,"26"
"Automotores",2005,12,"Ciudad Autónoma de Bs.As.","C",4819,"02"
"Automotores",2005,12,"Córdoba","X",954,"14"
"Automotores",2005,12,"Corrientes","W",116,"18"
"Automotores",2005,12,"Entre Ríos","E",222,"30"
"Automotores",2005,12,"Formosa","P",45,"34"
"Automotores",2005,12,"Jujuy","Y",133,"38"
"Automotores",2005,12,"La Pampa","L",125,"42"
"Automotores",2005,12,"La Rioja","F",36,"46"
"Automotores",2005,12,"Mendoza","M",394,"50"
"Automotores",2005,12,"Misiones","N",133,"54"
"Automotores",2005,12,"Neuquén","Q",324,"58"
"Automotores",2005,12,"Río Negro","R",207,"62"
"Automotores",2005,12,"Salta","A",122,"66"
"Automotores",2005,12,"San Juan","J",80,"70"
"Automotores",2005,12,"San Luis","D",89,"74"
"Automotores",2005,12,"Santa Cruz","Z",208,"78"
"Automotores",2005,12,"Santa Fe","S",952,"82"
"Automotores",2005,12,"Santiago del Estero","G",48,"86"
"Automotores",2005,12,"Tierra del Fuego","V",320,"94"
"Automotores",2005,12,"Tucumán","T",170,"90"
"Automotores",2006,1,"Buenos Aires","B",18792,"06"
"Automotores",2006,1,"Catamarca","K",420,"10"
"Automotores",2006,1,"Chaco","H",1102,"22"
"Automotores",2006,1,"Chubut","U",1592,"26"
"Automotores",2006,1,"Ciudad Autónoma de Bs.As.","C",12289,"02"
"Automotores",2006,1,"Córdoba","X",7917,"14"
"Automotores",2006,1,"Corrientes","W",1285,"18"
"Automotores",2006,1,"Entre Ríos","E",1645,"30"
"Automotores",2006,1,"Formosa","P",466,"34"
"Automotores",2006,1,"Jujuy","Y",868,"38"
"Automotores",2006,1,"La Pampa","L",933,"42"
"Automotores",2006,1,"La Rioja","F",394,"46"
"Automotores",2006,1,"Mendoza","M",2323,"50"
"Automotores",2006,1,"Misiones","N",1265,"54"
"Automotores",2006,1,"Neuquén","Q",1450,"58"
"Automotores",2006,1,"Río Negro","R",863,"62"
"Automotores",2006,1,"Salta","A",1408,"66"
"Automotores",2006,1,"San Juan","J",711,"70"
"Automotores",2006,1,"San Luis","D",448,"74"
"Automotores",2006,1,"Santa Cruz","Z",868,"78"
"Automotores",2006,1,"Santa Fe","S",6745,"82"
"Automotores",2006,1,"Santiago del Estero","G",596,"86"
"Automotores",2006,1,"Tierra del Fuego","V",598,"94"
"Automotores",2006,1,"Tucumán","T",1298,"90"
"Automotores",2006,2,"Buenos Aires","B",9937,"06"
"Automotores",2006,2,"Catamarca","K",212,"10"
"Automotores",2006,2,"Chaco","H",533,"22"
"Automotores",2006,2,"Chubut","U",859,"26"
"Automotores",2006,2,"Ciudad Autónoma de Bs.As.","C",6862,"02"
"Automotores",2006,2,"Córdoba","X",3404,"14"
"Automotores",2006,2,"Corrientes","W",618,"18"
"Automotores",2006,2,"Entre Ríos","E",822,"30"
"Automotores",2006,2,"Formosa","P",224,"34"
"Automotores",2006,2,"Jujuy","Y",322,"38"
"Automotores",2006,2,"La Pampa","L",341,"42"
"Automotores",2006,2,"La Rioja","F",173,"46"
"Automotores",2006,2,"Mendoza","M",918,"50"
"Automotores",2006,2,"Misiones","N",514,"54"
"Automotores",2006,2,"Neuquén","Q",848,"58"
"Automotores",2006,2,"Río Negro","R",488,"62"
"Automotores",2006,2,"Salta","A",486,"66"
"Automotores",2006,2,"San Juan","J",242,"70"
"Automotores",2006,2,"San Luis","D",243,"74"
"Automotores",2006,2,"Santa Cruz","Z",493,"78"
"Automotores",2006,2,"Santa Fe","S",3047,"82"
"Automotores",2006,2,"Santiago del Estero","G",321,"86"
"Automotores",2006,2,"Tierra del Fuego","V",335,"94"
"Automotores",2006,2,"Tucumán","T",512,"90"
"Automotores",2006,3,"Buenos Aires","B",12466,"06"
"Automotores",2006,3,"Catamarca","K",230,"10"
"Automotores",2006,3,"Chaco","H",565,"22"
"Automotores",2006,3,"Chubut","U",985,"26"
"Automotores",2006,3,"Ciudad Autónoma de Bs.As.","C",9168,"02"
"Automotores",2006,3,"Córdoba","X",4106,"14"
"Automotores",2006,3,"Corrientes","W",650,"18"
"Automotores",2006,3,"Entre Ríos","E",902,"30"
"Automotores",2006,3,"Formosa","P",256,"34"
"Automotores",2006,3,"Jujuy","Y",537,"38"
"Automotores",2006,3,"La Pampa","L",398,"42"
"Automotores",2006,3,"La Rioja","F",195,"46"
"Automotores",2006,3,"Mendoza","M",1385,"50"
"Automotores",2006,3,"Misiones","N",601,"54"
"Automotores",2006,3,"Neuquén","Q",915,"58"
"Automotores",2006,3,"Río Negro","R",629,"62"
"Automotores",2006,3,"Salta","A",720,"66"
"Automotores",2006,3,"San Juan","J",336,"70"
"Automotores",2006,3,"San Luis","D",253,"74"
"Automotores",2006,3,"Santa Cruz","Z",505,"78"
"Automotores",2006,3,"Santa Fe","S",3562,"82"
"Automotores",2006,3,"Santiago del Estero","G",296,"86"
"Automotores",2006,3,"Tierra del Fuego","V",516,"94"
"Automotores",2006,3,"Tucumán","T",661,"90"
"Automotores",2006,4,"Buenos Aires","B",10817,"06"
"Automotores",2006,4,"Catamarca","K",209,"10"
"Automotores",2006,4,"Chaco","H",508,"22"
"Automotores",2006,4,"Chubut","U",828,"26"
"Automotores",2006,4,"Ciudad Autónoma de Bs.As.","C",7534,"02"
"Automotores",2006,4,"Córdoba","X",3494,"14"
"Automotores",2006,4,"Corrientes","W",496,"18"
"Automotores",2006,4,"Entre Ríos","E",742,"30"
"Automotores",2006,4,"Formosa","P",222,"34"
"Automotores",2006,4,"Jujuy","Y",415,"38"
"Automotores",2006,4,"La Pampa","L",351,"42"
"Automotores",2006,4,"La Rioja","F",156,"46"
"Automotores",2006,4,"Mendoza","M",1122,"50"
"Automotores",2006,4,"Misiones","N",463,"54"
"Automotores",2006,4,"Neuquén","Q",805,"58"
"Automotores",2006,4,"Río Negro","R",508,"62"
"Automotores",2006,4,"Salta","A",543,"66"
"Automotores",2006,4,"San Juan","J",355,"70"
"Automotores",2006,4,"San Luis","D",273,"74"
"Automotores",2006,4,"Santa Cruz","Z",471,"78"
"Automotores",2006,4,"Santa Fe","S",3222,"82"
"Automotores",2006,4,"Santiago del Estero","G",220,"86"
"Automotores",2006,4,"Tierra del Fuego","V",422,"94"
"Automotores",2006,4,"Tucumán","T",495,"90"
"Automotores",2006,5,"Buenos Aires","B",11731,"06"
"Automotores",2006,5,"Catamarca","K",217,"10"
"Automotores",2006,5,"Chaco","H",590,"22"
"Automotores",2006,5,"Chubut","U",1016,"26"
"Automotores",2006,5,"Ciudad Autónoma de Bs.As.","C",8569,"02"
"Automotores",2006,5,"Córdoba","X",3867,"14"
"Automotores",2006,5,"Corrientes","W",617,"18"
"Automotores",2006,5,"Entre Ríos","E",855,"30"
"Automotores",2006,5,"Formosa","P",260,"34"
"Automotores",2006,5,"Jujuy","Y",405,"38"
"Automotores",2006,5,"La Pampa","L",418,"42"
"Automotores",2006,5,"La Rioja","F",163,"46"
"Automotores",2006,5,"Mendoza","M",1260,"50"
"Automotores",2006,5,"Misiones","N",568,"54"
"Automotores",2006,5,"Neuquén","Q",831,"58"
"Automotores",2006,5,"Río Negro","R",575,"62"
"Automotores",2006,5,"Salta","A",631,"66"
"Automotores",2006,5,"San Juan","J",352,"70"
"Automotores",2006,5,"San Luis","D",246,"74"
"Automotores",2006,5,"Santa Cruz","Z",495,"78"
"Automotores",2006,5,"Santa Fe","S",3517,"82"
"Automotores",2006,5,"Santiago del Estero","G",293,"86"
"Automotores",2006,5,"Tierra del Fuego","V",576,"94"
"Automotores",2006,5,"Tucumán","T",608,"90"
"Automotores",2006,6,"Buenos Aires","B",11111,"06"
"Automotores",2006,6,"Catamarca","K",200,"10"
"Automotores",2006,6,"Chaco","H",535,"22"
"Automotores",2006,6,"Chubut","U",866,"26"
"Automotores",2006,6,"Ciudad Autónoma de Bs.As.","C",8156,"02"
"Automotores",2006,6,"Córdoba","X",3846,"14"
"Automotores",2006,6,"Corrientes","W",586,"18"
"Automotores",2006,6,"Entre Ríos","E",877,"30"
"Automotores",2006,6,"Formosa","P",202,"34"
"Automotores",2006,6,"Jujuy","Y",384,"38"
"Automotores",2006,6,"La Pampa","L",377,"42"
"Automotores",2006,6,"La Rioja","F",197,"46"
"Automotores",2006,6,"Mendoza","M",1277,"50"
"Automotores",2006,6,"Misiones","N",541,"54"
"Automotores",2006,6,"Neuquén","Q",830,"58"
"Automotores",2006,6,"Río Negro","R",581,"62"
"Automotores",2006,6,"Salta","A",607,"66"
"Automotores",2006,6,"San Juan","J",310,"70"
"Automotores",2006,6,"San Luis","D",268,"74"
"Automotores",2006,6,"Santa Cruz","Z",552,"78"
"Automotores",2006,6,"Santa Fe","S",3289,"82"
"Automotores",2006,6,"Santiago del Estero","G",277,"86"
"Automotores",2006,6,"Tierra del Fuego","V",413,"94"
"Automotores",2006,6,"Tucumán","T",550,"90"
"Automotores",2006,7,"Buenos Aires","B",11020,"06"
"Automotores",2006,7,"Catamarca","K",210,"10"
"Automotores",2006,7,"Chaco","H",536,"22"
"Automotores",2006,7,"Chubut","U",947,"26"
"Automotores",2006,7,"Ciudad Autónoma de Bs.As.","C",8142,"02"
"Automotores",2006,7,"Córdoba","X",3961,"14"
"Automotores",2006,7,"Corrientes","W",562,"18"
"Automotores",2006,7,"Entre Ríos","E",820,"30"
"Automotores",2006,7,"Formosa","P",224,"34"
"Automotores",2006,7,"Jujuy","Y",344,"38"
"Automotores",2006,7,"La Pampa","L",375,"42"
"Automotores",2006,7,"La Rioja","F",228,"46"
"Automotores",2006,7,"Mendoza","M",1315,"50"
"Automotores",2006,7,"Misiones","N",462,"54"
"Automotores",2006,7,"Neuquén","Q",902,"58"
"Automotores",2006,7,"Río Negro","R",585,"62"
"Automotores",2006,7,"Salta","A",642,"66"
"Automotores",2006,7,"San Juan","J",330,"70"
"Automotores",2006,7,"San Luis","D",251,"74"
"Automotores",2006,7,"Santa Cruz","Z",527,"78"
"Automotores",2006,7,"Santa Fe","S",3343,"82"
"Automotores",2006,7,"Santiago del Estero","G",259,"86"
"Automotores",2006,7,"Tierra del Fuego","V",488,"94"
"Automotores",2006,7,"Tucumán","T",668,"90"
"Automotores",2006,8,"Buenos Aires","B",11633,"06"
"Automotores",2006,8,"Catamarca","K",234,"10"
"Automotores",2006,8,"Chaco","H",594,"22"
"Automotores",2006,8,"Chubut","U",1051,"26"
"Automotores",2006,8,"Ciudad Autónoma de Bs.As.","C",8573,"02"
"Automotores",2006,8,"Córdoba","X",4140,"14"
"Automotores",2006,8,"Corrientes","W",579,"18"
"Automotores",2006,8,"Entre Ríos","E",859,"30"
"Automotores",2006,8,"Formosa","P",225,"34"
"Automotores",2006,8,"Jujuy","Y",364,"38"
"Automotores",2006,8,"La Pampa","L",366,"42"
"Automotores",2006,8,"La Rioja","F",199,"46"
"Automotores",2006,8,"Mendoza","M",1462,"50"
"Automotores",2006,8,"Misiones","N",503,"54"
"Automotores",2006,8,"Neuquén","Q",973,"58"
"Automotores",2006,8,"Río Negro","R",622,"62"
"Automotores",2006,8,"Salta","A",644,"66"
"Automotores",2006,8,"San Juan","J",365,"70"
"Automotores",2006,8,"San Luis","D",291,"74"
"Automotores",2006,8,"Santa Cruz","Z",592,"78"
"Automotores",2006,8,"Santa Fe","S",3760,"82"
"Automotores",2006,8,"Santiago del Estero","G",271,"86"
"Automotores",2006,8,"Tierra del Fuego","V",580,"94"
"Automotores",2006,8,"Tucumán","T",707,"90"
"Automotores",2006,9,"Buenos Aires","B",12429,"06"
"Automotores",2006,9,"Catamarca","K",198,"10"
"Automotores",2006,9,"Chaco","H",551,"22"
"Automotores",2006,9,"Chubut","U",1048,"26"
"Automotores",2006,9,"Ciudad Autónoma de Bs.As.","C",8836,"02"
"Automotores",2006,9,"Córdoba","X",3743,"14"
"Automotores",2006,9,"Corrientes","W",539,"18"
"Automotores",2006,9,"Entre Ríos","E",815,"30"
"Automotores",2006,9,"Formosa","P",220,"34"
"Automotores",2006,9,"Jujuy","Y",370,"38"
"Automotores",2006,9,"La Pampa","L",432,"42"
"Automotores",2006,9,"La Rioja","F",171,"46"
"Automotores",2006,9,"Mendoza","M",1459,"50"
"Automotores",2006,9,"Misiones","N",454,"54"
"Automotores",2006,9,"Neuquén","Q",943,"58"
"Automotores",2006,9,"Río Negro","R",606,"62"
"Automotores",2006,9,"Salta","A",687,"66"
"Automotores",2006,9,"San Juan","J",294,"70"
"Automotores",2006,9,"San Luis","D",278,"74"
"Automotores",2006,9,"Santa Cruz","Z",576,"78"
"Automotores",2006,9,"Santa Fe","S",3582,"82"
"Automotores",2006,9,"Santiago del Estero","G",273,"86"
"Automotores",2006,9,"Tierra del Fuego","V",619,"94"
"Automotores",2006,9,"Tucumán","T",686,"90"
"Automotores",2006,10,"Buenos Aires","B",11090,"06"
"Automotores",2006,10,"Catamarca","K",187,"10"
"Automotores",2006,10,"Chaco","H",495,"22"
"Automotores",2006,10,"Chubut","U",989,"26"
"Automotores",2006,10,"Ciudad Autónoma de Bs.As.","C",8291,"02"
"Automotores",2006,10,"Córdoba","X",3348,"14"
"Automotores",2006,10,"Corrientes","W",559,"18"
"Automotores",2006,10,"Entre Ríos","E",838,"30"
"Automotores",2006,10,"Formosa","P",176,"34"
"Automotores",2006,10,"Jujuy","Y",263,"38"
"Automotores",2006,10,"La Pampa","L",340,"42"
"Automotores",2006,10,"La Rioja","F",165,"46"
"Automotores",2006,10,"Mendoza","M",1092,"50"
"Automotores",2006,10,"Misiones","N",383,"54"
"Automotores",2006,10,"Neuquén","Q",845,"58"
"Automotores",2006,10,"Río Negro","R",589,"62"
"Automotores",2006,10,"Salta","A",589,"66"
"Automotores",2006,10,"San Juan","J",293,"70"
"Automotores",2006,10,"San Luis","D",229,"74"
"Automotores",2006,10,"Santa Cruz","Z",591,"78"
"Automotores",2006,10,"Santa Fe","S",3333,"82"
"Automotores",2006,10,"Santiago del Estero","G",208,"86"
"Automotores",2006,10,"Tierra del Fuego","V",655,"94"
"Automotores",2006,10,"Tucumán","T",609,"90"
"Automotores",2006,11,"Buenos Aires","B",10775,"06"
"Automotores",2006,11,"Catamarca","K",122,"10"
"Automotores",2006,11,"Chaco","H",358,"22"
"Automotores",2006,11,"Chubut","U",918,"26"
"Automotores",2006,11,"Ciudad Autónoma de Bs.As.","C",8757,"02"
"Automotores",2006,11,"Córdoba","X",2857,"14"
"Automotores",2006,11,"Corrientes","W",423,"18"
"Automotores",2006,11,"Entre Ríos","E",590,"30"
"Automotores",2006,11,"Formosa","P",118,"34"
"Automotores",2006,11,"Jujuy","Y",231,"38"
"Automotores",2006,11,"La Pampa","L",289,"42"
"Automotores",2006,11,"La Rioja","F",116,"46"
"Automotores",2006,11,"Mendoza","M",1006,"50"
"Automotores",2006,11,"Misiones","N",268,"54"
"Automotores",2006,11,"Neuquén","Q",798,"58"
"Automotores",2006,11,"Río Negro","R",521,"62"
"Automotores",2006,11,"Salta","A",522,"66"
"Automotores",2006,11,"San Juan","J",198,"70"
"Automotores",2006,11,"San Luis","D",201,"74"
"Automotores",2006,11,"Santa Cruz","Z",513,"78"
"Automotores",2006,11,"Santa Fe","S",2569,"82"
"Automotores",2006,11,"Santiago del Estero","G",160,"86"
"Automotores",2006,11,"Tierra del Fuego","V",648,"94"
"Automotores",2006,11,"Tucumán","T",445,"90"
"Automotores",2006,12,"Buenos Aires","B",5193,"06"
"Automotores",2006,12,"Catamarca","K",52,"10"
"Automotores",2006,12,"Chaco","H",137,"22"
"Automotores",2006,12,"Chubut","U",421,"26"
"Automotores",2006,12,"Ciudad Autónoma de Bs.As.","C",5076,"02"
"Automotores",2006,12,"Córdoba","X",1098,"14"
"Automotores",2006,12,"Corrientes","W",149,"18"
"Automotores",2006,12,"Entre Ríos","E",267,"30"
"Automotores",2006,12,"Formosa","P",59,"34"
"Automotores",2006,12,"Jujuy","Y",123,"38"
"Automotores",2006,12,"La Pampa","L",154,"42"
"Automotores",2006,12,"La Rioja","F",27,"46"
"Automotores",2006,12,"Mendoza","M",440,"50"
"Automotores",2006,12,"Misiones","N",119,"54"
"Automotores",2006,12,"Neuquén","Q",361,"58"
"Automotores",2006,12,"Río Negro","R",210,"62"
"Automotores",2006,12,"Salta","A",208,"66"
"Automotores",2006,12,"San Juan","J",117,"70"
"Automotores",2006,12,"San Luis","D",104,"74"
"Automotores",2006,12,"Santa Cruz","Z",302,"78"
"Automotores",2006,12,"Santa Fe","S",1155,"82"
"Automotores",2006,12,"Santiago del Estero","G",76,"86"
"Automotores",2006,12,"Tierra del Fuego","V",401,"94"
"Automotores",2006,12,"Tucumán","T",206,"90"
"Automotores",2007,1,"Buenos Aires","B",24854,"06"
"Automotores",2007,1,"Catamarca","K",545,"10"
"Automotores",2007,1,"Chaco","H",1472,"22"
"Automotores",2007,1,"Chubut","U",2086,"26"
"Automotores",2007,1,"Ciudad Autónoma de Bs.As.","C",15030,"02"
"Automotores",2007,1,"Córdoba","X",8632,"14"
"Automotores",2007,1,"Corrientes","W",1616,"18"
"Automotores",2007,1,"Entre Ríos","E",2257,"30"
"Automotores",2007,1,"Formosa","P",630,"34"
"Automotores",2007,1,"Jujuy","Y",1014,"38"
"Automotores",2007,1,"La Pampa","L",1059,"42"
"Automotores",2007,1,"La Rioja","F",429,"46"
"Automotores",2007,1,"Mendoza","M",3125,"50"
"Automotores",2007,1,"Misiones","N",1439,"54"
"Automotores",2007,1,"Neuquén","Q",1892,"58"
"Automotores",2007,1,"Río Negro","R",1204,"62"
"Automotores",2007,1,"Salta","A",1805,"66"
"Automotores",2007,1,"San Juan","J",825,"70"
"Automotores",2007,1,"San Luis","D",592,"74"
"Automotores",2007,1,"Santa Cruz","Z",1164,"78"
"Automotores",2007,1,"Santa Fe","S",7698,"82"
"Automotores",2007,1,"Santiago del Estero","G",832,"86"
"Automotores",2007,1,"Tierra del Fuego","V",781,"94"
"Automotores",2007,1,"Tucumán","T",1832,"90"
"Automotores",2007,2,"Buenos Aires","B",12048,"06"
"Automotores",2007,2,"Catamarca","K",229,"10"
"Automotores",2007,2,"Chaco","H",611,"22"
"Automotores",2007,2,"Chubut","U",943,"26"
"Automotores",2007,2,"Ciudad Autónoma de Bs.As.","C",8258,"02"
"Automotores",2007,2,"Córdoba","X",3678,"14"
"Automotores",2007,2,"Corrientes","W",775,"18"
"Automotores",2007,2,"Entre Ríos","E",914,"30"
"Automotores",2007,2,"Formosa","P",259,"34"
"Automotores",2007,2,"Jujuy","Y",423,"38"
"Automotores",2007,2,"La Pampa","L",390,"42"
"Automotores",2007,2,"La Rioja","F",199,"46"
"Automotores",2007,2,"Mendoza","M",1363,"50"
"Automotores",2007,2,"Misiones","N",501,"54"
"Automotores",2007,2,"Neuquén","Q",936,"58"
"Automotores",2007,2,"Río Negro","R",582,"62"
"Automotores",2007,2,"Salta","A",773,"66"
"Automotores",2007,2,"San Juan","J",359,"70"
"Automotores",2007,2,"San Luis","D",283,"74"
"Automotores",2007,2,"Santa Cruz","Z",642,"78"
"Automotores",2007,2,"Santa Fe","S",3515,"82"
"Automotores",2007,2,"Santiago del Estero","G",364,"86"
"Automotores",2007,2,"Tierra del Fuego","V",436,"94"
"Automotores",2007,2,"Tucumán","T",675,"90"
"Automotores",2007,3,"Buenos Aires","B",15300,"06"
"Automotores",2007,3,"Catamarca","K",261,"10"
"Automotores",2007,3,"Chaco","H",636,"22"
"Automotores",2007,3,"Chubut","U",1184,"26"
"Automotores",2007,3,"Ciudad Autónoma de Bs.As.","C",9890,"02"
"Automotores",2007,3,"Córdoba","X",4393,"14"
"Automotores",2007,3,"Corrientes","W",791,"18"
"Automotores",2007,3,"Entre Ríos","E",1159,"30"
"Automotores",2007,3,"Formosa","P",265,"34"
"Automotores",2007,3,"Jujuy","Y",507,"38"
"Automotores",2007,3,"La Pampa","L",517,"42"
"Automotores",2007,3,"La Rioja","F",214,"46"
"Automotores",2007,3,"Mendoza","M",1564,"50"
"Automotores",2007,3,"Misiones","N",591,"54"
"Automotores",2007,3,"Neuquén","Q",1012,"58"
"Automotores",2007,3,"Río Negro","R",745,"62"
"Automotores",2007,3,"Salta","A",1005,"66"
"Automotores",2007,3,"San Juan","J",456,"70"
"Automotores",2007,3,"San Luis","D",350,"74"
"Automotores",2007,3,"Santa Cruz","Z",721,"78"
"Automotores",2007,3,"Santa Fe","S",4023,"82"
"Automotores",2007,3,"Santiago del Estero","G",383,"86"
"Automotores",2007,3,"Tierra del Fuego","V",608,"94"
"Automotores",2007,3,"Tucumán","T",936,"90"
"Automotores",2007,4,"Buenos Aires","B",13422,"06"
"Automotores",2007,4,"Catamarca","K",252,"10"
"Automotores",2007,4,"Chaco","H",560,"22"
"Automotores",2007,4,"Chubut","U",950,"26"
"Automotores",2007,4,"Ciudad Autónoma de Bs.As.","C",8912,"02"
"Automotores",2007,4,"Córdoba","X",4099,"14"
"Automotores",2007,4,"Corrientes","W",662,"18"
"Automotores",2007,4,"Entre Ríos","E",1018,"30"
"Automotores",2007,4,"Formosa","P",257,"34"
"Automotores",2007,4,"Jujuy","Y",520,"38"
"Automotores",2007,4,"La Pampa","L",430,"42"
"Automotores",2007,4,"La Rioja","F",175,"46"
"Automotores",2007,4,"Mendoza","M",1568,"50"
"Automotores",2007,4,"Misiones","N",516,"54"
"Automotores",2007,4,"Neuquén","Q",855,"58"
"Automotores",2007,4,"Río Negro","R",657,"62"
"Automotores",2007,4,"Salta","A",866,"66"
"Automotores",2007,4,"San Juan","J",378,"70"
"Automotores",2007,4,"San Luis","D",241,"74"
"Automotores",2007,4,"Santa Cruz","Z",615,"78"
"Automotores",2007,4,"Santa Fe","S",3628,"82"
"Automotores",2007,4,"Santiago del Estero","G",300,"86"
"Automotores",2007,4,"Tierra del Fuego","V",508,"94"
"Automotores",2007,4,"Tucumán","T",795,"90"
"Automotores",2007,5,"Buenos Aires","B",14615,"06"
"Automotores",2007,5,"Catamarca","K",277,"10"
"Automotores",2007,5,"Chaco","H",800,"22"
"Automotores",2007,5,"Chubut","U",1200,"26"
"Automotores",2007,5,"Ciudad Autónoma de Bs.As.","C",9546,"02"
"Automotores",2007,5,"Córdoba","X",4689,"14"
"Automotores",2007,5,"Corrientes","W",825,"18"
"Automotores",2007,5,"Entre Ríos","E",1164,"30"
